,,,,bitter,sweet,tasteless
FDB000173,"Quercetin 3,4',7-triglucoside",OCC1OC(OC2=CC3=C(C(O)=C2)C(=O)C(OC2OC(CO)C(O)C(O)C2O)=C(O3)C2=CC(O)=C(OC3OC(CO)C(O)C(O)C3O)C=C2)C(O)C(O)C1O,TRUE,0.059999999,0.039999999,0.889999986
FDB000178,Quercetin 3-O-diglucoside,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=C(C(O)=CC(O)=C4)C3=O)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,TRUE,0.059999999,0.039999999,0.889999986
FDB004524,Kaempferol 3-triglucoside,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](OC[C@H]3O[C@@H](OC4=C(OC5=C(C(O)=CC(O)=C5)C4=O)C4=CC=C(O)C=C4)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,TRUE,0.059999999,0.039999999,0.889999986
FDB005220,Quercetin 3-O-glucosyl-galactoside,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=C(C(O)=CC(O)=C4)C3=O)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O,TRUE,0.059999999,0.039999999,0.889999986
FDB006691,Quercetin 3-triglucoside,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](OC[C@H]3O[C@@H](OC4=C(OC5=C(C(O)=CC(O)=C5)C4=O)C4=CC(O)=C(O)C=C4)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,TRUE,0.059999999,0.039999999,0.889999986
FDB012226,"Daidzein 4',7-diglucoside",OCC1OC(OC2=CC=C(C=C2)C2=COC3=C(C=CC(OC4OC(CO)C(O)C(O)C4O)=C3)C2=O)C(O)C(O)C1O,TRUE,0.059999999,0.039999999,0.889999986
FDB016390,Quercetin 3-galactosyl-(1->6)-glucoside,OCC1OC(OCC2OC(OC3=C(OC4=C(C(O)=CC(O)=C4)C3=O)C3=CC(O)=C(O)C=C3)C(O)C(O)C2O)C(O)C(O)C1O,TRUE,0.059999999,0.039999999,0.889999986
FDB016391,"Quercetin 3,3'-diglucoside",OCC1OC(OC2=C(O)C=CC(=C2)C2=C(OC3OC(CO)C(O)C(O)C3O)C(=O)C3=C(O2)C=C(O)C=C3O)C(O)C(O)C1O,TRUE,0.059999999,0.039999999,0.889999986
FDB016392,"Quercetin 3,4'-diglucoside",OCC1OC(OC2=C(O)C=C(C=C2)C2=C(OC3OC(CO)C(O)C(O)C3O)C(=O)C3=C(O)C=C(O)C=C3O2)C(O)C(O)C1O,TRUE,0.059999999,0.039999999,0.889999986
FDB016393,"Quercetin 3,7-diglucoside",OC[C@H]1O[C@@H](OC2=CC3=C(C(O)=C2)C(=O)C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=C(O3)C2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,TRUE,0.059999999,0.039999999,0.889999986
FDB016482,Astragalin 4'-glucoside,OCC1OC(OC2=CC=C(C=C2)C2=C(OC3OC(CO)C(O)C(O)C3O)C(=O)C3=C(O)C=C(O)C=C3O2)C(O)C(O)C1O,TRUE,0.059999999,0.039999999,0.889999986
FDB016619,Quercetin 3-glucosyl-(1->2)-galactoside,OCC1OC(OC2C(O)C(O)C(CO)OC2OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)C(O)C(O)C1O,TRUE,0.059999999,0.039999999,0.889999986
FDB016664,Kaempferol 3-gentiobioside,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=C(C(O)=CC(O)=C4)C3=O)C3=CC=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,TRUE,0.059999999,0.039999999,0.889999986
FDB017103,Quercetin 3-(2G-glucosylgentiobioside),OCC1OC(OCC2OC(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,TRUE,0.059999999,0.039999999,0.889999986
FDB017104,Quercetin 3-sophorotrioside,OCC1OC(OC2C(O)C(O)C(CO)OC2OC2C(O)C(O)C(CO)OC2OC2=C(OC3=C(C(O)=CC(O)=C3)C2=O)C2=CC(O)=C(O)C=C2)C(O)C(O)C1O,TRUE,0.059999999,0.039999999,0.889999986
FDB019117,Liquiritin 7-glucoside,OCC1OC(OC2=CC=C(C=C2)C2CC(=O)C3=C(O2)C=C(OC2OC(CO)C(O)C(O)C2O)C=C3)C(O)C(O)C1O,TRUE,0.059999999,0.039999999,0.889999986
FDB020247,Moracetin,OCC1OC(OCC2OC(OCC3OC(OC4=C(OC5=CC(O)=CC(O)=C5C4=O)C4=CC(O)=C(O)C=C4)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,TRUE,0.059999999,0.039999999,0.889999986
FDB021281,Quercetin 3-beta-laminaribioside,OCC1OC(OC2C(O)C(CO)OC(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)C2O)C(O)C(O)C1O,TRUE,0.059999999,0.039999999,0.889999986
FDB021716,Luteolin 7-gentiobioside,OCC1OC(OCC2OC(OC3=CC(O)=C4C(=O)C=C(OC4=C3)C3=CC=C(O)C(O)=C3)C(O)C(O)C2O)C(O)C(O)C1O,TRUE,0.059999999,0.039999999,0.889999986
FDB018872,Kaempferol 3-rhamnoside 7-xyloside,CC1OC(OC2=C(OC3=CC(OC4OCC(O)C(O)C4O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)C(O)C(O)C1O,TRUE,0.109999999,0.01,0.889999986
FDB018874,Kaempferol 3-rhamnoside 4'-xyloside,CC1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(OC3OCC(O)C(O)C3O)C=C2)C(O)C(O)C1O,TRUE,0.109999999,0.01,0.889999986
FDB012534,L-Glutamic acid hydrochloride,NC(CCC(O)=O)C(O)=O,TRUE,0.01,0.219999999,0.879999995
FDB012535,L-Glutamic acid,N[C@@H](CCC(O)=O)C(O)=O,TRUE,0.01,0.219999999,0.879999995
FDB023148,D-Glutamic acid,N[C@H](CCC(O)=O)C(O)=O,TRUE,0.01,0.219999999,0.879999995
FDB020619,Kaempferide 3-rhamnoside,COC1=CC=C(C=C1)C1=C(OC2OC(C)C(O)C(O)C2O)C(=O)C2=C(O)C=C(O)C=C2O1,TRUE,0.07,0.090000004,0.879999995
FDB016379,Quercetin 3-arabinoside 7-glucoside,OCC1OC(OC2=CC(O)=C3C(=O)C(OC4OCC(O)C(O)C4O)=C(OC3=C2)C2=CC(O)=C(O)C=C2)C(O)C(O)C1O,TRUE,0.109999999,0.029999999,0.879999995
FDB016395,Quercetin 3-glucoside 7-xyloside,OCC1OC(OC2=C(OC3=CC(OC4OCC(O)C(O)C4O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)C(O)C(O)C1O,TRUE,0.109999999,0.029999999,0.879999995
FDB016618,Quercetin 3-lathyroside,OCC1OC(OC2=C(OC3=C(C(O)=CC(O)=C3)C2=O)C2=CC=C(O)C(O)=C2)C(OC2OCC(O)C(O)C2O)C(O)C1O,TRUE,0.109999999,0.029999999,0.879999995
FDB001539,Eupatorin,COC1=CC=C(C=C1O)C1=CC(=O)C2=C(O)C(OC)=C(OC)C=C2O1,TRUE,0.180000007,0.01,0.879999995
FDB006167,Gardenin D,COC1=C(O)C=C(C=C1)C1=CC(=O)C2=C(O)C(OC)=C(OC)C(OC)=C2O1,TRUE,0.180000007,0.01,0.879999995
FDB007325,8-Methoxycirsilineol,COC1=C(O)C=CC(=C1)C1=CC(=O)C2=C(O)C(OC)=C(OC)C(OC)=C2O1,TRUE,0.180000007,0.01,0.879999995
FDB016702,Cirsilineol,COC1=CC2=C(C(=O)C=C(O2)C2=CC(OC)=C(O)C=C2)C(O)=C1OC,TRUE,0.180000007,0.01,0.879999995
FDB016712,Xanthomicrol,COC1=C(OC)C(OC)=C2OC(=CC(=O)C2=C1O)C1=CC=C(O)C=C1,TRUE,0.180000007,0.01,0.879999995
FDB016532,Rhamnazin 3-rutinoside,COC1=CC(O)=C2C(=O)C(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3O)=C(OC2=C1)C1=CC=C(O)C(OC)=C1,TRUE,0.079999998,0.01,0.879999995
FDB019506,Isorhamnetin 3-O-[a-L-rhamnopyranosyl-(1->3)-a-L-rhamnopyranosyl-(1->6)-b-D-glucopyranoside],COC1=C(O)C=CC(=C1)C1=C(OC2OC(COC3OC(C)C(O)C(OC4OC(C)C(O)C(O)C4O)C3O)C(O)C(O)C2O)C(=O)C2=C(O)C=C(O)C=C2O1,TRUE,0.079999998,0.01,0.879999995
FDB020103,"Hesperetin 7-(2,6-dirhamnosylglucoside)",COC1=C(O)C=C(C=C1)C1CC(=O)C2=C(O)C=C(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)C=C2O1,TRUE,0.079999998,0.01,0.879999995
FDB001549,Isorhamnetin 3-vicianoside,COC1=C(O)C=CC(=C1)C1=C(O[C@@H]2O[C@H](CO[C@@H]3OC[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)C(=O)C2=C(O1)C=C(O)C=C2O,TRUE,0.330000013,0,0.879999995
FDB020250,Isorhamnetin 3-O-[b-D-xylopyranosyl-(1->6)-b-D-glucopyranoside],COC1=C(O)C=CC(=C1)C1=C(OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)C(=O)C2=C(O)C=C(O)C=C2O1,TRUE,0.330000013,0,0.879999995
FDB017769,3-Methylbutyl glucosinolate,CC(C)CC\C(SC1OC(CO)C(O)C(O)C1O)=N/OS(O)(=O)=O,TRUE,0.180000007,0,0.879999995
FDB000166,Quercetin 3-O-glucosyl-rhamnosyl-galactoside,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=C(C(O)=CC(O)=C4)C3=O)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O,TRUE,0.100000001,0.039999999,0.870000005
FDB000167,Quercetin 3-O-glucosyl-rhamnosyl-glucoside,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O,TRUE,0.100000001,0.039999999,0.870000005
FDB005614,Quercetin 3-O-beta-D-2-glucosyl-rutinoside,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=C(C(O)=CC(O)=C4)C3=O)C3=CC(O)=C(O)C=C3)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,TRUE,0.100000001,0.039999999,0.870000005
FDB006538,Quercetin 3-O-beta-D-glucopyranoside 7-O-beta-L-rutinoside,C[C@H]1O[C@H](OC[C@@H]2O[C@H](OC3=CC4=C(C(O)=C3)C(=O)C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=C(O4)C3=CC(O)=C(O)C=C3)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O,TRUE,0.100000001,0.039999999,0.870000005
FDB011865,Naringin 4'-glucoside,CC1OC(OC2C(O)C(O)C(CO)OC2OC2=CC(O)=C3C(=O)CC(OC3=C2)C2=CC=C(OC3OC(CO)C(O)C(O)C3O)C=C2)C(O)C(O)C1O,TRUE,0.100000001,0.039999999,0.870000005
FDB016674,Kaempferol 3-rutinoside 4-glucoside,CC1OC(OCC2OC(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC=C(OC4OC(CO)C(O)C(O)C4O)C=C3)C(O)C(O)C2O)C(O)C(O)C1O,TRUE,0.100000001,0.039999999,0.870000005
FDB016688,Narirutin 4'-glucoside,CC1OC(OCC2OC(OC3=CC4=C(C(=O)CC(O4)C4=CC=C(OC5OC(CO)C(O)C(O)C5O)C=C4)C(O)=C3)C(O)C(O)C2O)C(O)C(O)C1O,TRUE,0.100000001,0.039999999,0.870000005
FDB017102,Quercetin 3-(2G-rhamnosylgentiobioside),CC1OC(OC2C(O)C(O)C(COC3OC(CO)C(O)C(O)C3O)OC2OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)C(O)C(O)C1O,TRUE,0.100000001,0.039999999,0.870000005
FDB017129,Quercetin 3-rutinoside 7-galactoside,CC1OC(OCC2OC(OC3=C(OC4=CC(OC5OC(CO)C(O)C(O)C5O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)C(O)C(O)C2O)C(O)C(O)C1O,TRUE,0.100000001,0.039999999,0.870000005
FDB017130,Quercetin 3-rutinoside 4'-glucoside,CC1OC(OCC2OC(OC3=C(OC4=C(C(O)=CC(O)=C4)C3=O)C3=CC(O)=C(OC4OC(CO)C(O)C(O)C4O)C=C3)C(O)C(O)C2O)C(O)C(O)C1O,TRUE,0.100000001,0.039999999,0.870000005
FDB017134,Quercetin 3-(2G-glucosylrutinoside),CC1OC(OCC2OC(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,TRUE,0.100000001,0.039999999,0.870000005
FDB018920,Quercetin 3-(3R-glucosylrutinoside),CC1OC(OCC2OC(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)C(O)C(O)C2O)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O,TRUE,0.100000001,0.039999999,0.870000005
FDB016881,Isorhamnetin 3-O-a-L-arabinopyranoside 7-O-a-L-rhamnopyranoside,COC1=C(O)C=CC(=C1)C1=C(OC2OCC(O)C(O)C2O)C(=O)C2=C(O)C=C(OC3OC(C)C(O)C(O)C3O)C=C2O1,TRUE,0.140000001,0.01,0.870000005
FDB018858,Peumoside,COC1=CC(O)=C2C(=O)C(OC3OCC(O)C(O)C3O)=C(OC2=C1)C1=CC(OC2OC(C)C(O)C(O)C2O)=C(O)C=C1,TRUE,0.140000001,0.01,0.870000005
FDB016877,Isorhamnetin 3-O-[b-L-rhamnofuranosyl-(1->6)-D-glucopyranoside],COC1=C(O)C=CC(=C1)C1=C(OC2OC(COC3OC(C(C)O)C(O)C3O)C(O)C(O)C2O)C(=O)C2=C(O)C=C(O)C=C2O1,TRUE,0.079999998,0,0.870000005
FDB016147,2-Ethylidenehexanal,CCCC\C(=C/C)C=O,TRUE,0,0.200000003,0.860000014
FDB020372,"3-Acetyl-2,5-dimethylthiophene",CC(=O)C1=C(C)SC(C)=C1,TRUE,0,0.129999995,0.860000014
FDB008550,2-Methyl-4-phenyl-2-butanol,CC(C)(O)CCC1=CC=CC=C1,TRUE,0.039999999,0.050000001,0.860000014
FDB016790,"Epicatechin-(4beta->6)-epicatechin-(4beta->8)-catechin 3,3'-digallate",OC1CC2=C(OC1C1=CC(O)=C(O)C=C1)C(C1C(OC(=O)C3=CC(O)=C(O)C(O)=C3)C(OC3=C1C(O)=C(C1C(OC(=O)C4=CC(O)=C(O)C(O)=C4)C(OC4=CC(O)=CC(O)=C14)C1=CC(O)=C(O)C=C1)C(O)=C3)C1=CC(O)=C(O)C=C1)=C(O)C=C2O,TRUE,0.109999999,0.01,0.860000014
FDB016793,"Arecatannin B1 3,3'-digallate",OC1CC2=C(OC1C1=CC(O)=C(O)C=C1)C=C(O)C(C1C(OC(=O)C3=CC(O)=C(O)C(O)=C3)C(OC3=C(C4C(OC(=O)C5=CC(O)=C(O)C(O)=C5)C(OC5=CC(O)=CC(O)=C45)C4=CC(O)=C(O)C=C4)C(O)=CC(O)=C13)C1=CC(O)=C(O)C=C1)=C2O,TRUE,0.109999999,0.01,0.860000014
FDB015037,4-(4-Methylphenyl)-2-butanone,CC(=O)CCC1=CC=C(C)C=C1,TRUE,0.01,0.150000006,0.850000024
FDB019874,Butyl levulinate,CCCCOC(=O)CCC(C)=O,TRUE,0,0.170000002,0.839999974
FDB021776,Propyl levulinate,CCCOC(=O)CCC(C)=O,TRUE,0,0.170000002,0.839999974
FDB000739,Methyl sorbate,COC(=O)\C=C\C=C\C,TRUE,0.029999999,0.079999998,0.839999974
FDB000176,"3,7-Dimethylquercetin",COC1=CC2=C(C(O)=C1)C(=O)C(OC)=C(O2)C1=CC(O)=C(O)C=C1,TRUE,0.119999997,0.02,0.839999974
FDB002750,Thymusin,COC1=C(O)C(O)=C2C(=O)C=C(OC2=C1OC)C1=CC=C(O)C=C1,TRUE,0.119999997,0.02,0.839999974
FDB016373,"3,5-Dimethylquercetin",COC1=C2C(=O)C(OC)=C(OC2=CC(O)=C1)C1=CC(O)=C(O)C=C1,TRUE,0.119999997,0.02,0.839999974
FDB016700,Cirsiliol,COC1=CC2=C(C(=O)C=C(O2)C2=CC(O)=C(O)C=C2)C(O)=C1OC,TRUE,0.119999997,0.02,0.839999974
FDB017784,Butyl glucosinolate,CCCC\C(SC1OC(CO)C(O)C(O)C1O)=N/OS(O)(=O)=O,TRUE,0.050000001,0.01,0.839999974
FDB009818,"Methylbenzyl acetate (mixed o-, m-, p-)",CC(OC(C)=O)C1=CC=CC=C1,TRUE,0.039999999,0.059999999,0.829999983
FDB016131,Sucrose acetate isobutyrate,CC(C)C(=O)OC[C@H]1O[C@@](COC(C)=O)(O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(=O)C(C)C)[C@H](OC(=O)C(C)C)[C@H]2OC(=O)C(C)C)[C@@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C,TRUE,0.129999995,0.02,0.829999983
FDB019451,1-(2-Furanyl)-1-pentanone,CCCCC(=O)C1=CC=CO1,TRUE,0.01,0.180000007,0.819999993
FDB000952,Methyl 2-furoate,COC(=O)C1=CC=CO1,TRUE,0.02,0.170000002,0.819999993
FDB011348,"3,5-Dihydroxy-6,7-methylenedioxyflavanone",OC1C(OC2=CC3=C(OCO3)C(O)=C2C1=O)C1=CC=CC=C1,TRUE,0.01,0.170000002,0.819999993
FDB018469,28-Glucosyl-3b-hydroxy-12-oleanene-30-methoxy-28-oic acid 3-[arabinosyl-(1->3)-glucuronide],COC(=O)C1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(OC7OCC(O)C(O)C7O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O,TRUE,0.029999999,0.129999995,0.819999993
FDB019000,28-Glucosyloleanolic acid 3-[arabinosyl-(1->2)-6-methylglucuronide],COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(CCC43C)C(=O)OC3OC(CO)C(O)C(O)C3O)C2(C)C)C(OC2OCC(O)C(O)C2O)C(O)C1O,TRUE,0.029999999,0.129999995,0.819999993
FDB020886,Momordin IIa,COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(CCC43C)C(=O)OC3OC(CO)C(O)C(O)C3O)C2(C)C)C(O)C(OC2OCC(O)C(O)C2O)C1O,TRUE,0.029999999,0.129999995,0.819999993
FDB002420,"7,8-Dimethylisoscutellarein",COC1=C(OC)C2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=C(O)C=C1,TRUE,0.170000002,0.02,0.819999993
FDB002473,Rhamnazin,COC1=CC(O)=C2C(=O)C(O)=C(OC2=C1)C1=CC(OC)=C(O)C=C1,TRUE,0.170000002,0.02,0.819999993
FDB012222,"4',5-Dihydroxy-3',7-dimethoxyisoflavone",COC1=CC(O)=C2C(=O)C(=COC2=C1)C1=CC(OC)=C(O)C=C1,TRUE,0.170000002,0.02,0.819999993
FDB016578,"3,4',5-Trihydroxy-3',7-dimethoxyflavanone",COC1=CC(O)=C2C(=O)C(O)C(OC2=C1)C1=CC(OC)=C(O)C=C1,TRUE,0.170000002,0.02,0.819999993
FDB016579,"3,3',5-Trihydroxy-4',7-dimethoxyflavanone",COC1=CC(O)=C2C(=O)C(O)C(OC2=C1)C1=CC(O)=C(OC)C=C1,TRUE,0.170000002,0.02,0.819999993
FDB014358,"3,14-Dihydroxy-11,13-dihydrocostunolide",CC1C2CC\C(CO)=C/CC(O)\C(C)=C/C2OC1=O,TRUE,0.360000014,0,0.819999993
FDB016552,Persicogenin,COC1=CC(O)=C2C(=O)CC(OC2=C1)C1=CC(O)=C(OC)C=C1,TRUE,0.129999995,0.059999999,0.810000002
FDB015274,2-Methylpropyl 3-oxobutanoate,CC(C)COC(=O)CC(C)=O,TRUE,0.07,0.050000001,0.800000012
FDB019573,Hyperin 2''-[glucosyl-(1->3)-rhamnoside] 6''-rhamnoside,CC1OC(OCC2OC(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)C(OC3OC(C)C(O)C(OC4OC(CO)C(O)C(O)C4O)C3O)C(O)C2O)C(O)C(O)C1O,TRUE,0.119999997,0.02,0.800000012
FDB018420,Avenanthramide E,COC1=C(O)C=CC(\C=C/C(=O)NC2=C(C=CC=C2)C(O)=O)=C1,TRUE,0.059999999,0.01,0.800000012
FDB003934,(E)-Butylidene phthalide,[H]\C(CCC)=C1\OC(=O)C2=CC=CC=C12,TRUE,0.01,0.230000004,0.790000021
FDB004006,(Z)-Butylidenephthalide,CCC\C=C1\OC(=O)C2=CC=CC=C12,TRUE,0.01,0.230000004,0.790000021
FDB000163,Quercetin 3-O-acetyl-rhamnoside,C[C@@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)[C@H](OC(C)=O)[C@H](O)[C@H]1O,TRUE,0.079999998,0.140000001,0.790000021
FDB019585,Myricetin 3-(4''-acetylrhamnoside),CC1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C(O)=C2)C(O)C(O)C1OC(C)=O,TRUE,0.079999998,0.140000001,0.790000021
FDB016225,Guaiol acetate,CC1CCC2=C1CC(CCC2C)C(C)(C)OC(C)=O,TRUE,0.319999993,0.01,0.790000021
FDB020145,Ethyl 3-(methylthio)propanoate,CCOC(=O)CCSC,TRUE,0,0.349999994,0.779999971
FDB010324,"Starch, pregelatinized",COC1C(O)C(O)C(OCC2OC(OC3C(O)C(O)C(C)OC3CO)C(O)C(O)C2OC2OC(CO)C(OC)C(O)C2O)OC1CO,TRUE,0,0.310000002,0.779999971
FDB004558,p-Ethylacetophenone,CCC1=CC=C(C=C1)C(C)=O,TRUE,0.01,0.230000004,0.779999971
FDB016098,(x)-1-Nonen-3-yl acetate,CCCCCCC(OC(C)=O)C=C,TRUE,0.01,0.230000004,0.779999971
FDB016377,"Quercetin 3,7-dirhamnoside",CC1OC(OC2=CC3=C(C(O)=C2)C(=O)C(OC2OC(C)C(O)C(O)C2O)=C(O3)C2=CC(O)=C(O)C=C2)C(O)C(O)C1O,TRUE,0.090000004,0.129999995,0.779999971
FDB016494,Kaempferitrin,CC1OC(OC2=CC(O)=C3C(=O)C(OC4OC(C)C(O)C(O)C4O)=C(OC3=C2)C2=CC=C(O)C=C2)C(O)C(O)C1O,TRUE,0.090000004,0.129999995,0.779999971
FDB002820,Avicularin,OCC1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)C(O)C1O,TRUE,0.200000003,0.02,0.779999971
FDB011955,Quercetin 3-arabinoside,OC[C@@H]1O[C@H](OC2=C(OC3=C(C(O)=CC(O)=C3)C2=O)C2=CC=C(O)C(O)=C2)[C@H](O)[C@H]1O,TRUE,0.200000003,0.02,0.779999971
FDB017087,Quercetin 3-xyloside,OC[C@H]1O[C@@H](OC2=C(OC3=C(C(O)=CC(O)=C3)C2=O)C2=CC=C(O)C(O)=C2)[C@H](O)[C@H]1O,TRUE,0.200000003,0.02,0.779999971
FDB021363,Taxifolin 3-arabinoside,OC[C@@H]1O[C@@H](OC2C(OC3=C(C(O)=CC(O)=C3)C2=O)C2=CC=C(O)C(O)=C2)[C@H](O)[C@H]1O,TRUE,0.200000003,0.02,0.779999971
FDB021745,Myricetin 3-arabinofuranoside,OCC1OC(OC2=C(OC3=C(C(O)=CC(O)=C3)C2=O)C2=CC(O)=C(O)C(O)=C2)C(O)C1O,TRUE,0.200000003,0.02,0.779999971
FDB002858,"(3beta,4alpha,5alpha,24S)-4,14-Dimethylstigmasta-8,25-dien-3-ol",CCC(CCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)C1CC3)C(C)=C,TRUE,0.029999999,0.319999993,0.769999981
FDB005277,"24epsilon-Ethyl-31-norlanosta-8,25(27)-dien-3beta-ol",[H][C@@]12CCC3=C(CC[C@]4(C)[C@H](CC[C@@]34C)[C@H](C)CCC(CC)C(C)=C)[C@@]1(C)CC[C@H](O)[C@H]2C,TRUE,0.029999999,0.319999993,0.769999981
FDB013618,2-Phenylethyl propanoate,CCC(=O)OCCC1=CC=CC=C1,TRUE,0,0.280000001,0.769999981
FDB015163,Uzarigenin 3-[xylosyl-(1->2)-rhamnoside],CC1OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(CCC43O)C3=CC(=O)OC3)C2)C(OC2OCC(O)C(O)C2O)C(O)C1O,TRUE,0.189999998,0.029999999,0.769999981
FDB017774,5-Hexenyl glucosinolate,OCC1OC(S\C(CCCCC=C)=N\OS(O)(=O)=O)C(O)C(O)C1O,TRUE,0.209999993,0,0.769999981
FDB002757,"3,4-Dihydro-8-hydroxy-3-(3-hydroxy-4-methoxyphenyl)-1H-2-benzopyran-1-one",COC1=C(O)C=C(C=C1)C1CC2=C(C(=O)O1)C(O)=CC=C2,TRUE,0.07,0.280000001,0.75999999
FDB003241,Ethyl 3-oxobutanoate,CCOC(=O)CC(C)=O,TRUE,0.039999999,0.209999993,0.75999999
FDB013782,Isoarborinol,CC(C)C1CCC2C1(C)CCC1(C)C3CCC4C(C)(C)C(O)CCC4(C)C3=CCC21C,TRUE,0.059999999,0.07,0.75999999
FDB017089,Quercetin 3-[rhamnosyl-(1->2)-alpha-L-arabinopyranoside],CC1OC(OC2C(O)C(O)COC2OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)C(O)C(O)C1O,TRUE,0.119999997,0.02,0.75999999
FDB015095,Methyl (±)-2-methylpentanoate,CCCC(C)C(=O)OC,TRUE,0,0.330000013,0.75
FDB020160,Butyl phenylacetate,CCCCOC(=O)CC1=CC=CC=C1,TRUE,0,0.270000011,0.75
FDB012885,Hydroxyisonobilin,C\C=C(\C)C(=O)OC1CC(=C)C(O)CC(O)\C(C)=C/C2OC(=O)C(=C)C12,TRUE,0.109999999,0,0.75
FDB005116,Galactan,COC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(OC)C(O)C3O)C(O)C2O)C(O)C1O,TRUE,0,0.300000012,0.74000001
